enemy_unit_type,odds_of_victory,planet,population,size_of_force,universe
tank,0.774897214841147,Korhal,6.7,75000,Zendikar
battleship,0.23934329389553632,Gaia,6.7,89000,Mirrodin
scout,0.8540853398332979,Aiur,5.1,45000,Zendikar
battleship,0.5519720660575708,Kamigawa,3.4,49000,Dominaria
drone,0.6853342993239238,Eos,8.5,7000,Mirrodin
mecha,0.07907234176940958,Gaia,6.7,20000,Mirrodin
overlord,0.7372624661838166,Gaia,6.7,48000,Mirrodin
battleship,0.09988466288680242,Gaia,6.7,55000,Mirrodin
tank,0.3431732391385135,Aiur,5.1,92000,Zendikar
zealot,0.0225369642265707,Ravnica,7.3,39000,Dominaria
mecha,0.8519972288301744,Ravnica,7.3,77000,Dominaria
mecha,0.1744993250820468,Kamigawa,3.4,63000,Dominaria
scout,0.11754478299850857,Ravnica,7.3,24000,Dominaria
mecha,0.14893891574861562,Korhal,6.7,6000,Zendikar
overlord,0.4287831213885045,Ravnica,7.3,58000,Dominaria
dreadnought,0.2051294037268614,Gaia,6.7,32000,Mirrodin
drone,0.4335032499230925,Eos,8.5,93000,Mirrodin
battleship,0.36831846937830015,Eos,8.5,14000,Mirrodin
zealot,0.3080748422806431,Aiur,5.1,47000,Zendikar
dreadnought,0.9279984137214319,Korhal,6.7,36000,Zendikar
dreadnought,0.8219665003314601,Ravnica,7.3,96000,Dominaria
tank,0.3306920841895331,Kamigawa,3.4,58000,Dominaria
tank,0.5415573423319701,Korhal,6.7,53000,Zendikar
overlord,0.6662823053542967,Korhal,6.7,38000,Zendikar
scout,0.40804443642956145,Gaia,6.7,29000,Mirrodin
overlord,0.9172352169126835,Korhal,6.7,84000,Zendikar
battleship,0.9848751255543643,Aiur,5.1,16000,Zendikar
negator,0.25737990069877825,Ravnica,7.3,24000,Dominaria
overlord,0.908127118812944,Aiur,5.1,53000,Zendikar
drone,0.6810895440073845,Eos,8.5,85000,Mirrodin
overlord,0.6283998053758885,Kamigawa,3.4,70000,Dominaria
dreadnought,0.4287895690624428,Korhal,6.7,95000,Zendikar
zealot,0.946070900959326,Ravnica,7.3,19000,Dominaria
dreadnought,0.8466857420585839,Kamigawa,3.4,69000,Dominaria
drone,0.7867241693214388,Korhal,6.7,74000,Zendikar
scout,0.08541691955076358,Ravnica,7.3,39000,Dominaria
tank,0.45856494107655776,Aiur,5.1,33000,Zendikar
scout,0.7014937922563851,Korhal,6.7,33000,Zendikar
negator,0.08104516229149639,Eos,8.5,39000,Mirrodin
dreadnought,0.24243473057192622,Gaia,6.7,8000,Mirrodin
overlord,0.6080227726936835,Ravnica,7.3,60000,Dominaria
dreadnought,0.7501078632689828,Kamigawa,3.4,76000,Dominaria
mecha,0.4844001843169392,Kamigawa,3.4,95000,Dominaria
negator,0.08697949356455115,Korhal,6.7,33000,Zendikar
drone,0.7825257537686364,Eos,8.5,84000,Mirrodin
overlord,0.536701298045276,Gaia,6.7,31000,Mirrodin
drone,0.9196862561875079,Kamigawa,3.4,30000,Dominaria
mecha,0.5079671052162291,Ravnica,7.3,34000,Dominaria
battleship,0.09160547050110968,Kamigawa,3.4,85000,Dominaria
dreadnought,0.22282578511913076,Kamigawa,3.4,18000,Dominaria
drone,0.9579169532476339,Gaia,6.7,48000,Mirrodin
tank,0.946242180942621,Ravnica,7.3,96000,Dominaria
dreadnought,0.0642258296511169,Aiur,5.1,45000,Zendikar
dreadnought,0.767110284670765,Kamigawa,3.4,60000,Dominaria
dreadnought,0.9664663126510447,Kamigawa,3.4,17000,Dominaria
battleship,0.5426440585969419,Eos,8.5,33000,Mirrodin
drone,0.42052601013142354,Gaia,6.7,13000,Mirrodin
tank,0.16017379476077964,Eos,8.5,24000,Mirrodin
drone,0.599148815421632,Ravnica,7.3,23000,Dominaria
battleship,0.610475409845205,Ravnica,7.3,74000,Dominaria
tank,0.8613606990263779,Kamigawa,3.4,30000,Dominaria
negator,0.7944385909407639,Ravnica,7.3,72000,Dominaria
negator,0.7628511423740805,Gaia,6.7,65000,Mirrodin
drone,0.1486038775562858,Eos,8.5,2000,Mirrodin
zealot,0.922541612875633,Eos,8.5,17000,Mirrodin
zealot,0.16870140036383707,Gaia,6.7,1000,Mirrodin
mecha,0.2178646197460714,Gaia,6.7,3000,Mirrodin
battleship,0.28859820105669975,Aiur,5.1,60000,Zendikar
tank,0.8290715528510962,Gaia,6.7,94000,Mirrodin
tank,0.421817670365477,Gaia,6.7,17000,Mirrodin
zealot,0.6421763611401967,Ravnica,7.3,56000,Dominaria
zealot,0.6658282900485556,Eos,8.5,35000,Mirrodin
mecha,0.9755008582199047,Aiur,5.1,68000,Zendikar
battleship,0.8426796923614406,Kamigawa,3.4,25000,Dominaria
zealot,0.26961834917649297,Ravnica,7.3,24000,Dominaria
battleship,0.45771007775295625,Gaia,6.7,90000,Mirrodin
battleship,0.5305535393014953,Aiur,5.1,74000,Zendikar
scout,0.9115478668582002,Kamigawa,3.4,76000,Dominaria
tank,0.853012442863447,Gaia,6.7,73000,Mirrodin
zealot,0.17633311861478418,Aiur,5.1,3000,Zendikar
scout,0.6913940518008934,Aiur,5.1,35000,Zendikar
negator,0.8453099989907381,Ravnica,7.3,37000,Dominaria
scout,0.6239254647006367,Eos,8.5,44000,Mirrodin
zealot,0.8276151880834609,Eos,8.5,7000,Mirrodin
battleship,0.5730098515112527,Eos,8.5,81000,Mirrodin
battleship,0.05065225137021745,Eos,8.5,75000,Mirrodin
zealot,0.5071460745350004,Gaia,6.7,21000,Mirrodin
drone,0.8520707152574679,Gaia,6.7,8000,Mirrodin
drone,0.7765715669175249,Eos,8.5,47000,Mirrodin
zealot,0.7564215223349842,Aiur,5.1,68000,Zendikar
dreadnought,0.43373778065814295,Eos,8.5,40000,Mirrodin
battleship,0.4972695754907347,Gaia,6.7,67000,Mirrodin
scout,0.04143773765165448,Aiur,5.1,33000,Zendikar
negator,0.20593979289616848,Korhal,6.7,35000,Zendikar
mecha,0.7468684525576197,Kamigawa,3.4,69000,Dominaria
zealot,0.8656213132610101,Aiur,5.1,52000,Zendikar
drone,0.30877418940631296,Ravnica,7.3,47000,Dominaria
overlord,0.7510498550218326,Ravnica,7.3,35000,Dominaria
scout,0.09780771837509572,Gaia,6.7,45000,Mirrodin
drone,0.9515503901151698,Korhal,6.7,52000,Zendikar
negator,0.8797022085246454,Eos,8.5,41000,Mirrodin
battleship,0.06649995227537187,Gaia,6.7,56000,Mirrodin
scout,0.6606245900840174,Ravnica,7.3,94000,Dominaria
tank,0.27953133331321967,Kamigawa,3.4,83000,Dominaria
mecha,0.32500279608638616,Aiur,5.1,68000,Zendikar
zealot,0.9793861468066382,Kamigawa,3.4,2000,Dominaria
dreadnought,0.6840453109126201,Ravnica,7.3,20000,Dominaria
mecha,0.5575243100306222,Gaia,6.7,16000,Mirrodin
overlord,0.48820335817574967,Gaia,6.7,9000,Mirrodin
dreadnought,0.569711037374677,Eos,8.5,92000,Mirrodin
scout,0.9650486928396675,Korhal,6.7,84000,Zendikar
mecha,0.1716662176745396,Gaia,6.7,18000,Mirrodin
negator,0.28651829197726164,Gaia,6.7,49000,Mirrodin
drone,0.9885063899514955,Ravnica,7.3,52000,Dominaria
overlord,0.6414677592354057,Ravnica,7.3,69000,Dominaria
negator,0.2538793250404223,Korhal,6.7,39000,Zendikar
tank,0.9169909597853285,Aiur,5.1,56000,Zendikar
overlord,0.9899473370016529,Korhal,6.7,77000,Zendikar
scout,0.03070312446338408,Gaia,6.7,2000,Mirrodin
battleship,0.8475484105509539,Ravnica,7.3,69000,Dominaria
negator,0.39956384540062095,Ravnica,7.3,32000,Dominaria
zealot,0.5990269793548986,Kamigawa,3.4,2000,Dominaria
battleship,0.2861709759568023,Kamigawa,3.4,36000,Dominaria
drone,0.15266362550449286,Gaia,6.7,69000,Mirrodin
tank,0.06986793990041551,Aiur,5.1,85000,Zendikar
zealot,0.691596572471783,Eos,8.5,90000,Mirrodin
tank,0.3566390271548039,Korhal,6.7,46000,Zendikar
overlord,0.9045700989507115,Eos,8.5,97000,Mirrodin
dreadnought,0.9687606080740435,Gaia,6.7,7000,Mirrodin
overlord,0.3570089744959958,Kamigawa,3.4,84000,Dominaria
drone,0.024948092694615953,Aiur,5.1,1000,Zendikar
scout,0.500139162579236,Eos,8.5,44000,Mirrodin
scout,0.5756414156551739,Aiur,5.1,98000,Zendikar
tank,0.5054425050536002,Ravnica,7.3,42000,Dominaria
tank,0.6170546828836252,Gaia,6.7,87000,Mirrodin
zealot,0.21958479460983016,Korhal,6.7,7000,Zendikar
drone,0.24109007027725216,Korhal,6.7,92000,Zendikar
dreadnought,0.6711805641752632,Gaia,6.7,58000,Mirrodin
drone,0.13547870704743903,Eos,8.5,66000,Mirrodin
scout,0.10660551750364711,Aiur,5.1,2000,Zendikar
tank,0.34455025620004487,Kamigawa,3.4,3000,Dominaria
battleship,0.9918235175781199,Korhal,6.7,2000,Zendikar
overlord,0.33065589448363986,Aiur,5.1,89000,Zendikar
scout,0.840249897485079,Kamigawa,3.4,36000,Dominaria
overlord,0.6184643103740006,Aiur,5.1,13000,Zendikar
drone,0.994275565011415,Gaia,6.7,20000,Mirrodin
overlord,0.21725167905283926,Aiur,5.1,52000,Zendikar
zealot,0.1848076598126861,Eos,8.5,71000,Mirrodin
scout,0.19687859941769348,Eos,8.5,17000,Mirrodin
dreadnought,0.0025884751691974683,Aiur,5.1,37000,Zendikar
tank,0.9241992072129439,Korhal,6.7,9000,Zendikar
zealot,0.6798437752476496,Eos,8.5,78000,Mirrodin
negator,0.5373823842824083,Korhal,6.7,65000,Zendikar
battleship,0.7871026012548257,Eos,8.5,7000,Mirrodin
zealot,0.49884916463942675,Gaia,6.7,72000,Mirrodin
tank,0.31683626576726553,Gaia,6.7,89000,Mirrodin
overlord,0.8616891010276808,Eos,8.5,29000,Mirrodin
negator,0.21404578666955787,Eos,8.5,84000,Mirrodin
overlord,0.9163845613294637,Aiur,5.1,95000,Zendikar
battleship,0.24392738674949777,Aiur,5.1,54000,Zendikar
mecha,0.18458807567749436,Aiur,5.1,43000,Zendikar
tank,0.2023962517204132,Eos,8.5,93000,Mirrodin
overlord,0.8622699454207714,Aiur,5.1,47000,Zendikar
overlord,0.37510166498627795,Eos,8.5,78000,Mirrodin
zealot,0.6858396547001724,Korhal,6.7,45000,Zendikar
scout,0.7430838782382851,Kamigawa,3.4,63000,Dominaria
battleship,0.2993301315389345,Korhal,6.7,18000,Zendikar
dreadnought,0.5390481945424647,Ravnica,7.3,67000,Dominaria
overlord,0.1514659975565371,Aiur,5.1,37000,Zendikar
battleship,0.31447250853073094,Gaia,6.7,94000,Mirrodin
mecha,0.07062187237396766,Kamigawa,3.4,48000,Dominaria
battleship,0.6950146990242674,Kamigawa,3.4,40000,Dominaria
dreadnought,0.30052489370585,Korhal,6.7,44000,Zendikar
overlord,0.699927812917437,Korhal,6.7,38000,Zendikar
mecha,0.8839007844923847,Ravnica,7.3,6000,Dominaria
zealot,0.7157970664369327,Ravnica,7.3,19000,Dominaria
battleship,0.9523943519402436,Eos,8.5,1000,Mirrodin
drone,0.7485490778283321,Ravnica,7.3,10000,Dominaria
zealot,0.8749000793562882,Eos,8.5,22000,Mirrodin
negator,0.36328092342922946,Kamigawa,3.4,39000,Dominaria
negator,0.18801664478466595,Korhal,6.7,36000,Zendikar
scout,0.5017539201872597,Gaia,6.7,24000,Mirrodin
battleship,0.89976974396097,Ravnica,7.3,30000,Dominaria
drone,0.09737711109633362,Kamigawa,3.4,97000,Dominaria
drone,0.7170568470693868,Kamigawa,3.4,28000,Dominaria
battleship,0.7016241942971156,Kamigawa,3.4,67000,Dominaria
dreadnought,0.03902784540776727,Aiur,5.1,3000,Zendikar
drone,0.38701223625038317,Aiur,5.1,24000,Zendikar
scout,0.37014109814273843,Gaia,6.7,56000,Mirrodin
battleship,0.07632108495842482,Eos,8.5,30000,Mirrodin
negator,0.18453389405855858,Eos,8.5,50000,Mirrodin
overlord,0.44859672384382576,Korhal,6.7,41000,Zendikar
negator,0.17289936881790025,Gaia,6.7,87000,Mirrodin
battleship,0.13750471765002636,Ravnica,7.3,16000,Dominaria
scout,0.839422708889862,Kamigawa,3.4,75000,Dominaria
tank,0.036359701368354425,Ravnica,7.3,94000,Dominaria
overlord,0.9501832785297643,Gaia,6.7,52000,Mirrodin
drone,0.6839708433063016,Ravnica,7.3,90000,Dominaria
mecha,0.6293143375974987,Aiur,5.1,28000,Zendikar
overlord,0.3733800406867037,Korhal,6.7,32000,Zendikar
scout,0.10996389299808129,Aiur,5.1,61000,Zendikar
mecha,0.5992726072251705,Korhal,6.7,94000,Zendikar
dreadnought,0.6165183610509252,Ravnica,7.3,65000,Dominaria
battleship,0.8395050120993274,Aiur,5.1,90000,Zendikar
negator,0.07686829330590528,Korhal,6.7,79000,Zendikar
negator,0.10286511290103795,Aiur,5.1,97000,Zendikar
mecha,0.05375396139176636,Gaia,6.7,53000,Mirrodin
dreadnought,0.09707670795067747,Aiur,5.1,19000,Zendikar
dreadnought,0.8102738474147954,Korhal,6.7,19000,Zendikar
drone,0.562918073737326,Ravnica,7.3,79000,Dominaria
scout,0.2913667350160578,Korhal,6.7,68000,Zendikar
negator,0.44032756427335373,Aiur,5.1,78000,Zendikar
battleship,0.9431136115570145,Korhal,6.7,81000,Zendikar
negator,0.3126012927705467,Aiur,5.1,81000,Zendikar
drone,0.12331378276178984,Aiur,5.1,79000,Zendikar
overlord,0.5667619311943949,Ravnica,7.3,15000,Dominaria
mecha,0.14440854969187344,Kamigawa,3.4,27000,Dominaria
tank,0.27923104591178016,Ravnica,7.3,72000,Dominaria
dreadnought,0.615599297844518,Eos,8.5,82000,Mirrodin
mecha,0.6264186245362869,Kamigawa,3.4,62000,Dominaria
zealot,0.21422655624689702,Aiur,5.1,77000,Zendikar
overlord,0.8037006930564118,Ravnica,7.3,3000,Dominaria
drone,0.7799572992534128,Ravnica,7.3,1000,Dominaria
tank,0.12865715759103946,Gaia,6.7,85000,Mirrodin
dreadnought,0.2251977641247198,Eos,8.5,20000,Mirrodin
tank,0.19807057595165012,Eos,8.5,45000,Mirrodin
battleship,0.8311760814940243,Kamigawa,3.4,76000,Dominaria
dreadnought,0.4898403656647303,Ravnica,7.3,9000,Dominaria
dreadnought,0.12331156319710668,Eos,8.5,37000,Mirrodin
tank,0.8283307946180898,Korhal,6.7,79000,Zendikar
dreadnought,0.04663494540124047,Kamigawa,3.4,22000,Dominaria
tank,0.1140710916284956,Ravnica,7.3,49000,Dominaria
overlord,0.2794409917969579,Aiur,5.1,30000,Zendikar
negator,0.9297693659007981,Gaia,6.7,3000,Mirrodin
battleship,0.8906191950371112,Korhal,6.7,17000,Zendikar
mecha,0.22355472915573027,Korhal,6.7,18000,Zendikar
overlord,0.23482264041778556,Ravnica,7.3,30000,Dominaria
zealot,0.17676173562184294,Ravnica,7.3,45000,Dominaria
negator,0.44507580147292325,Aiur,5.1,35000,Zendikar
negator,0.13343070642389754,Kamigawa,3.4,53000,Dominaria
overlord,0.20415431393390282,Gaia,6.7,96000,Mirrodin
zealot,0.44432496492346474,Ravnica,7.3,52000,Dominaria
scout,0.8149260657238534,Eos,8.5,29000,Mirrodin
negator,0.9431011005363874,Eos,8.5,77000,Mirrodin
zealot,0.5146644423256571,Eos,8.5,75000,Mirrodin
mecha,0.16666381109555517,Kamigawa,3.4,91000,Dominaria
mecha,0.3465538330526261,Gaia,6.7,12000,Mirrodin
overlord,0.7471759902519649,Eos,8.5,41000,Mirrodin
scout,0.6596573379015225,Eos,8.5,33000,Mirrodin
battleship,0.26594936772896405,Kamigawa,3.4,77000,Dominaria
drone,0.6351166428902392,Korhal,6.7,46000,Zendikar
overlord,0.5237175079547608,Aiur,5.1,48000,Zendikar
zealot,0.06586001875669478,Kamigawa,3.4,39000,Dominaria
scout,0.8066020147873191,Eos,8.5,34000,Mirrodin
tank,0.31501978001984954,Kamigawa,3.4,16000,Dominaria
negator,0.022177501638157127,Aiur,5.1,19000,Zendikar
tank,0.9981114999600709,Korhal,6.7,29000,Zendikar
dreadnought,0.012447683463846393,Kamigawa,3.4,8000,Dominaria
overlord,0.6545603621083433,Gaia,6.7,44000,Mirrodin
battleship,0.36062404676659277,Ravnica,7.3,96000,Dominaria
negator,0.9571837485492515,Kamigawa,3.4,69000,Dominaria
drone,0.5648509561544832,Eos,8.5,91000,Mirrodin
negator,0.659480684436188,Ravnica,7.3,60000,Dominaria
mecha,0.21829047660454137,Korhal,6.7,67000,Zendikar
tank,0.16041936768102816,Ravnica,7.3,47000,Dominaria
battleship,0.5036019172327142,Eos,8.5,70000,Mirrodin
drone,0.6713387264833455,Gaia,6.7,84000,Mirrodin
battleship,0.050531846921688994,Kamigawa,3.4,39000,Dominaria
overlord,0.654901400388322,Eos,8.5,89000,Mirrodin
drone,0.3006183091119464,Gaia,6.7,82000,Mirrodin
dreadnought,0.2904214526486979,Eos,8.5,95000,Mirrodin
overlord,0.747014103184988,Gaia,6.7,26000,Mirrodin
dreadnought,0.48476932215924406,Eos,8.5,46000,Mirrodin
tank,0.06953803155664318,Korhal,6.7,20000,Zendikar
dreadnought,0.5732534077299084,Kamigawa,3.4,13000,Dominaria
drone,0.4855823719885296,Eos,8.5,63000,Mirrodin
battleship,0.6572707964985444,Korhal,6.7,39000,Zendikar
mecha,0.1605641140869296,Korhal,6.7,96000,Zendikar
overlord,0.1900378764179862,Eos,8.5,42000,Mirrodin
zealot,0.9180526445740891,Aiur,5.1,71000,Zendikar
drone,0.9892302366563305,Korhal,6.7,26000,Zendikar
battleship,0.03267123870744382,Korhal,6.7,40000,Zendikar
battleship,0.3499923353462122,Kamigawa,3.4,85000,Dominaria
scout,0.7110407587576476,Gaia,6.7,27000,Mirrodin
overlord,0.39650955919251263,Gaia,6.7,85000,Mirrodin
zealot,0.21424744814412344,Kamigawa,3.4,34000,Dominaria
scout,0.31187268026240433,Gaia,6.7,96000,Mirrodin
negator,0.4042673195577562,Ravnica,7.3,34000,Dominaria
drone,0.10720614044389498,Korhal,6.7,24000,Zendikar
mecha,0.4184931968277026,Gaia,6.7,64000,Mirrodin
scout,0.6983735239856416,Gaia,6.7,25000,Mirrodin
battleship,0.11577016868661194,Eos,8.5,16000,Mirrodin
zealot,0.5285689535616565,Gaia,6.7,72000,Mirrodin
overlord,0.28372863056680775,Aiur,5.1,86000,Zendikar
overlord,0.33592800587628324,Aiur,5.1,45000,Zendikar
battleship,0.7071988830472141,Korhal,6.7,31000,Zendikar
scout,0.7052444182719966,Kamigawa,3.4,43000,Dominaria
overlord,0.4170192338662695,Kamigawa,3.4,27000,Dominaria
dreadnought,0.929620518279573,Korhal,6.7,72000,Zendikar
dreadnought,0.47142634851146825,Ravnica,7.3,14000,Dominaria
negator,0.18498105929883324,Ravnica,7.3,97000,Dominaria
overlord,0.4048622557785775,Gaia,6.7,54000,Mirrodin
drone,0.5525332747111238,Kamigawa,3.4,2000,Dominaria
tank,0.953224001673202,Korhal,6.7,22000,Zendikar
tank,0.28634919144336113,Aiur,5.1,72000,Zendikar
scout,0.7728639652938523,Gaia,6.7,72000,Mirrodin
scout,0.13240788867121656,Gaia,6.7,43000,Mirrodin
overlord,0.7825312644565009,Korhal,6.7,27000,Zendikar
mecha,0.6743375589194645,Korhal,6.7,63000,Zendikar
overlord,0.7211346100172801,Eos,8.5,71000,Mirrodin
overlord,0.08393174758056654,Eos,8.5,36000,Mirrodin
mecha,0.8334190299851992,Kamigawa,3.4,71000,Dominaria
negator,0.3952904802435363,Gaia,6.7,89000,Mirrodin
tank,0.07731657388509094,Ravnica,7.3,11000,Dominaria
drone,0.26865276810611116,Gaia,6.7,77000,Mirrodin
zealot,0.2925094318059914,Eos,8.5,26000,Mirrodin
overlord,0.0808182160412465,Aiur,5.1,85000,Zendikar
drone,0.9535586703560985,Korhal,6.7,40000,Zendikar
dreadnought,0.2819117005711399,Kamigawa,3.4,51000,Dominaria
negator,0.2992525378609112,Kamigawa,3.4,12000,Dominaria
mecha,0.9223398426187616,Kamigawa,3.4,98000,Dominaria
overlord,0.5776961713842788,Kamigawa,3.4,35000,Dominaria
dreadnought,0.31744565854390094,Kamigawa,3.4,76000,Dominaria
battleship,0.7183428561781764,Korhal,6.7,63000,Zendikar
negator,0.5612368847019256,Korhal,6.7,81000,Zendikar
zealot,0.5841563341181747,Kamigawa,3.4,81000,Dominaria
negator,0.7081077090454235,Gaia,6.7,61000,Mirrodin
tank,0.7849973144962721,Eos,8.5,14000,Mirrodin
mecha,0.4016495856091137,Gaia,6.7,50000,Mirrodin
overlord,0.8648223866163202,Aiur,5.1,38000,Zendikar
battleship,0.35077704818719924,Ravnica,7.3,3000,Dominaria
negator,0.42187869180441273,Eos,8.5,33000,Mirrodin
overlord,0.9634458202833422,Aiur,5.1,48000,Zendikar
drone,0.4988602354300926,Gaia,6.7,52000,Mirrodin
dreadnought,0.4426917410459048,Eos,8.5,14000,Mirrodin
drone,0.9460199653947918,Gaia,6.7,84000,Mirrodin
drone,0.2854812807746352,Eos,8.5,39000,Mirrodin
scout,0.11613761817778945,Eos,8.5,93000,Mirrodin
scout,0.5770597230624822,Eos,8.5,87000,Mirrodin
scout,0.3744632483410728,Aiur,5.1,91000,Zendikar
battleship,0.8195401167796507,Gaia,6.7,51000,Mirrodin
drone,0.04862515564614345,Eos,8.5,41000,Mirrodin
mecha,0.4501712883492951,Eos,8.5,81000,Mirrodin
mecha,0.8578595843071877,Gaia,6.7,25000,Mirrodin
mecha,0.9889968698791087,Eos,8.5,70000,Mirrodin
drone,0.8270925824010819,Eos,8.5,20000,Mirrodin
battleship,0.7933995853411441,Kamigawa,3.4,45000,Dominaria
battleship,0.5347396234760351,Gaia,6.7,13000,Mirrodin
overlord,0.8620785251344518,Korhal,6.7,27000,Zendikar
zealot,5.888202278270249e-05,Gaia,6.7,85000,Mirrodin
scout,0.6346447680825389,Korhal,6.7,96000,Zendikar
zealot,0.7113315525546686,Korhal,6.7,78000,Zendikar
negator,0.7229561866810146,Aiur,5.1,2000,Zendikar
tank,0.7424930634843211,Aiur,5.1,9000,Zendikar
scout,0.04309048201107257,Aiur,5.1,9000,Zendikar
negator,0.6404117928873267,Gaia,6.7,15000,Mirrodin
negator,0.1094004940534743,Korhal,6.7,24000,Zendikar
mecha,0.9433248242387448,Kamigawa,3.4,22000,Dominaria
negator,0.5218809966112442,Eos,8.5,39000,Mirrodin
negator,0.8532560077978955,Eos,8.5,21000,Mirrodin
tank,0.29176616367343555,Gaia,6.7,43000,Mirrodin
drone,0.35048639652252245,Ravnica,7.3,19000,Dominaria
negator,0.5175777180095008,Gaia,6.7,98000,Mirrodin
battleship,0.29873188964778574,Aiur,5.1,42000,Zendikar
drone,0.6089815523458625,Ravnica,7.3,6000,Dominaria
negator,0.7699675434735713,Ravnica,7.3,20000,Dominaria
drone,0.940801913838877,Ravnica,7.3,75000,Dominaria
tank,0.39494147325240436,Ravnica,7.3,33000,Dominaria
drone,0.43653020171648094,Eos,8.5,47000,Mirrodin
overlord,0.7134696851013559,Korhal,6.7,62000,Zendikar
battleship,0.5967322352210772,Gaia,6.7,71000,Mirrodin
mecha,0.8750865140499806,Gaia,6.7,34000,Mirrodin
battleship,0.4620444511251186,Kamigawa,3.4,80000,Dominaria
dreadnought,0.7680397962472386,Aiur,5.1,66000,Zendikar
tank,0.5786537288061191,Gaia,6.7,14000,Mirrodin
dreadnought,0.5231502649329876,Ravnica,7.3,59000,Dominaria
negator,0.8827187295933216,Korhal,6.7,97000,Zendikar
dreadnought,0.9086310124517084,Aiur,5.1,74000,Zendikar
drone,0.9516958775508202,Ravnica,7.3,2000,Dominaria
battleship,0.055657060185835494,Eos,8.5,92000,Mirrodin
battleship,0.7191659020826379,Ravnica,7.3,76000,Dominaria
drone,0.9332864486995878,Kamigawa,3.4,4000,Dominaria
tank,0.9141144691477706,Aiur,5.1,22000,Zendikar
drone,0.7048550015922969,Kamigawa,3.4,36000,Dominaria
battleship,0.8865316737181795,Aiur,5.1,46000,Zendikar
battleship,0.8758569566236509,Korhal,6.7,85000,Zendikar
negator,0.0793611532967462,Eos,8.5,35000,Mirrodin
scout,0.9071907706313987,Kamigawa,3.4,92000,Dominaria
battleship,0.8879610097447449,Ravnica,7.3,9000,Dominaria
battleship,0.10062772190890512,Eos,8.5,61000,Mirrodin
drone,0.8361371208406878,Eos,8.5,10000,Mirrodin
dreadnought,0.0019407472098097456,Aiur,5.1,81000,Zendikar
negator,0.8913074415117824,Korhal,6.7,11000,Zendikar
drone,0.4201788551360488,Gaia,6.7,85000,Mirrodin
scout,0.547918023185115,Aiur,5.1,67000,Zendikar
drone,0.9798900147717678,Gaia,6.7,55000,Mirrodin
drone,0.47997683173292216,Ravnica,7.3,31000,Dominaria
negator,0.03749381213515579,Aiur,5.1,43000,Zendikar
negator,0.26839408291342637,Kamigawa,3.4,71000,Dominaria
battleship,0.5918045474051585,Kamigawa,3.4,87000,Dominaria
zealot,0.07064339331795966,Eos,8.5,88000,Mirrodin
zealot,0.9309958140969226,Aiur,5.1,14000,Zendikar
scout,0.6703844054476865,Ravnica,7.3,37000,Dominaria
battleship,0.6942640490946527,Ravnica,7.3,40000,Dominaria
mecha,0.9425920911107992,Kamigawa,3.4,63000,Dominaria
negator,0.6881175199474877,Korhal,6.7,87000,Zendikar
mecha,0.37668812796144746,Gaia,6.7,43000,Mirrodin
dreadnought,0.6507395934500791,Aiur,5.1,32000,Zendikar
mecha,0.1821492333222554,Kamigawa,3.4,56000,Dominaria
dreadnought,0.9901242053867717,Eos,8.5,18000,Mirrodin
overlord,0.2791237305451255,Eos,8.5,94000,Mirrodin
