cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID
yes,monthly,34,8,905,engineering manager,no,9389
no,annual,92,10,957,engineering manager,no,9390
no,monthly,25,2,122,developer,no,9391
yes,annual,40,8,520,sales,yes,9392
no,monthly,35,6,711,product manager,no,9393
no,monthly,65,11,703,developer,yes,9394
yes,monthly,30,11,1130,designer,yes,9395
no,monthly,116,4,557,developer,yes,9396
no,annual,127,5,918,engineering manager,yes,9397
no,monthly,92,4,431,developer,yes,9398
no,monthly,46,20,57,engineering manager,no,9399
yes,monthly,62,3,904,sales,no,9400
no,annual,146,20,292,product manager,yes,9401
yes,monthly,78,10,1089,engineering manager,no,9402
no,monthly,76,4,761,product manager,no,9403
no,annual,38,14,324,product manager,yes,9404
no,monthly,17,1,153,engineering manager,no,9405
yes,monthly,59,6,7,designer,no,9406
no,monthly,106,18,705,engineering manager,yes,9407
no,annual,2,0,546,product manager,no,9408
yes,annual,81,11,1083,marketer,no,9409
no,monthly,13,18,90,engineering manager,yes,9410
yes,monthly,47,8,1162,sales,no,9411
no,monthly,25,20,1175,engineering manager,yes,9412
no,monthly,90,9,482,engineering manager,no,9413
yes,annual,95,0,925,product manager,no,9414
no,annual,41,2,282,developer,no,9415
yes,monthly,56,1,818,product manager,yes,9416
no,monthly,54,4,283,developer,no,9417
no,monthly,6,18,1005,product manager,yes,9418
no,monthly,134,5,418,developer,no,9419
no,annual,117,19,96,developer,yes,9420
no,monthly,22,9,412,engineering manager,no,9421
no,monthly,9,17,723,engineering manager,yes,9422
yes,monthly,8,12,180,sales,no,9423
no,monthly,133,7,1136,product manager,yes,9424
yes,annual,70,10,1146,developer,yes,9425
no,annual,120,20,1130,engineering manager,no,9426
no,annual,109,11,283,developer,yes,9427
yes,monthly,61,1,9,marketer,no,9428
yes,monthly,3,4,367,sales,yes,9429
no,monthly,85,16,258,product manager,yes,9430
yes,monthly,75,11,146,developer,yes,9431
yes,monthly,45,0,142,designer,no,9432
yes,monthly,58,2,21,product manager,yes,9433
no,annual,91,0,625,developer,no,9434
no,monthly,59,0,211,product manager,no,9435
no,monthly,1,1,513,developer,yes,9436
no,monthly,136,18,1086,product manager,yes,9437
no,monthly,138,9,72,developer,no,9438
yes,monthly,72,12,1110,developer,no,9439
no,annual,55,2,958,developer,no,9440
yes,monthly,21,1,621,engineering manager,no,9441
no,monthly,45,20,607,product manager,no,9442
no,monthly,149,14,273,engineering manager,yes,9443
no,monthly,65,20,50,engineering manager,no,9444
no,monthly,19,12,6,product manager,yes,9445
yes,monthly,39,9,848,designer,yes,9446
yes,monthly,24,6,1167,developer,no,9447
no,monthly,73,11,1120,product manager,no,9448
no,monthly,71,4,1189,developer,no,9449
yes,monthly,14,4,682,sales,no,9450
no,monthly,13,18,652,engineering manager,yes,9451
yes,monthly,35,11,314,designer,yes,9452
yes,monthly,41,9,27,designer,yes,9453
no,monthly,84,17,367,developer,no,9454
yes,monthly,89,4,839,sales,no,9455
yes,monthly,30,5,638,engineering manager,no,9456
yes,monthly,65,2,672,sales,no,9457
no,monthly,134,6,548,engineering manager,no,9458
no,annual,137,19,905,developer,yes,9459
yes,annual,71,4,891,marketer,no,9460
no,monthly,126,5,887,product manager,yes,9461
no,monthly,113,12,492,engineering manager,no,9462
no,monthly,65,12,521,engineering manager,yes,9463
no,monthly,109,15,1183,developer,no,9464
no,annual,93,2,129,product manager,no,9465
no,annual,40,9,1162,product manager,no,9466
no,monthly,50,1,214,engineering manager,no,9467
no,annual,79,17,1136,engineering manager,no,9468
no,monthly,122,12,315,product manager,yes,9469
yes,monthly,86,5,1033,developer,no,9470
yes,monthly,82,0,827,designer,no,9471
no,annual,23,16,1054,developer,no,9472
yes,annual,18,3,519,engineering manager,no,9473
no,monthly,78,15,55,product manager,no,9474
yes,monthly,36,10,10,marketer,yes,9475
no,monthly,44,7,75,product manager,yes,9476
yes,monthly,90,10,792,engineering manager,no,9477
no,monthly,19,6,493,product manager,yes,9478
yes,monthly,56,9,966,engineering manager,yes,9479
no,monthly,98,3,566,product manager,yes,9480
yes,monthly,39,9,335,sales,no,9481
no,annual,112,4,807,developer,yes,9482
yes,annual,53,10,667,product manager,no,9483
no,monthly,98,3,888,engineering manager,yes,9484
no,monthly,57,7,1133,product manager,no,9485
no,monthly,41,14,137,engineering manager,no,9486
no,monthly,82,19,24,developer,yes,9487
no,monthly,7,11,947,developer,yes,9488
yes,monthly,73,5,720,marketer,no,9489
no,monthly,4,11,1035,developer,yes,9490
yes,annual,3,7,891,product manager,no,9491
no,monthly,27,11,449,product manager,yes,9492
yes,monthly,88,0,609,designer,yes,9493
yes,monthly,79,3,774,engineering manager,yes,9494
yes,monthly,72,2,293,developer,no,9495
no,monthly,70,5,890,developer,no,9496
no,monthly,49,16,458,developer,yes,9497
no,monthly,129,14,854,product manager,yes,9498
no,annual,2,9,29,engineering manager,no,9499
yes,annual,67,9,918,developer,yes,9500
yes,annual,1,7,407,sales,yes,9501
no,monthly,46,18,759,product manager,no,9502
no,monthly,6,18,50,product manager,no,9503
no,monthly,117,13,414,developer,yes,9504
no,monthly,132,3,489,engineering manager,yes,9505
no,monthly,148,5,431,developer,no,9506
yes,annual,90,12,1174,engineering manager,no,9507
no,monthly,64,11,909,product manager,yes,9508
no,annual,130,11,858,engineering manager,no,9509
no,annual,113,16,301,developer,no,9510
no,monthly,90,12,356,developer,no,9511
no,monthly,133,6,534,product manager,yes,9512
no,monthly,147,10,360,developer,yes,9513
no,monthly,33,8,187,developer,no,9514
no,monthly,52,15,351,engineering manager,no,9515
no,monthly,114,17,537,engineering manager,yes,9516
yes,monthly,16,5,1055,designer,no,9517
no,monthly,128,6,558,developer,yes,9518
no,annual,113,11,471,engineering manager,no,9519
no,monthly,113,11,871,engineering manager,no,9520
no,monthly,124,19,536,engineering manager,no,9521
yes,monthly,76,2,511,developer,no,9522
no,annual,23,1,364,product manager,no,9523
no,annual,27,6,837,product manager,no,9524
no,monthly,139,19,1138,product manager,yes,9525
yes,monthly,74,2,825,engineering manager,yes,9526
no,annual,21,0,946,product manager,no,9527
no,monthly,45,17,644,product manager,no,9528
no,annual,33,16,281,product manager,yes,9529
no,annual,143,20,12,engineering manager,no,9530
no,monthly,47,5,930,product manager,no,9531
yes,monthly,49,12,702,designer,no,9532
no,monthly,16,14,617,engineering manager,no,9533
yes,monthly,79,10,285,sales,no,9534
yes,annual,50,2,267,engineering manager,no,9535
no,monthly,115,11,907,engineering manager,yes,9536
yes,annual,13,6,1089,product manager,yes,9537
no,monthly,123,10,1006,product manager,yes,9538
yes,monthly,6,0,105,sales,yes,9539
yes,monthly,53,4,878,engineering manager,yes,9540
no,monthly,92,16,1086,product manager,no,9541
no,annual,69,5,996,engineering manager,no,9542
no,monthly,93,14,222,engineering manager,no,9543
no,monthly,10,20,364,engineering manager,no,9544
no,monthly,94,11,765,product manager,yes,9545
no,monthly,117,5,69,engineering manager,no,9546
yes,monthly,99,8,490,developer,no,9547
yes,annual,83,2,716,designer,no,9548
yes,annual,77,4,1086,engineering manager,yes,9549
no,monthly,77,15,810,engineering manager,yes,9550
yes,monthly,30,4,1135,engineering manager,no,9551
yes,monthly,12,10,18,designer,yes,9552
no,monthly,90,3,320,developer,yes,9553
no,monthly,37,3,309,engineering manager,yes,9554
no,monthly,24,9,810,developer,no,9555
yes,monthly,24,5,119,designer,no,9556
no,annual,103,8,594,engineering manager,yes,9557
no,monthly,103,0,4,engineering manager,no,9558
no,monthly,24,5,931,product manager,yes,9559
no,annual,37,5,414,product manager,no,9560
no,monthly,13,10,449,product manager,no,9561
no,monthly,101,1,242,product manager,no,9562
yes,monthly,78,10,1145,engineering manager,yes,9563
yes,monthly,78,12,28,engineering manager,no,9564
no,annual,45,14,505,product manager,no,9565
yes,monthly,71,10,1063,designer,no,9566
no,monthly,56,2,207,engineering manager,no,9567
no,monthly,58,6,281,engineering manager,no,9568
no,monthly,20,20,812,product manager,no,9569
no,annual,68,8,709,product manager,yes,9570
no,monthly,99,7,820,product manager,no,9571
no,monthly,19,15,1160,developer,no,9572
no,monthly,119,3,594,engineering manager,no,9573
no,annual,68,16,1183,engineering manager,no,9574
no,monthly,47,2,1107,engineering manager,yes,9575
no,monthly,145,12,220,engineering manager,no,9576
no,monthly,84,5,860,developer,yes,9577
no,monthly,97,4,704,engineering manager,yes,9578
no,annual,35,5,1048,engineering manager,yes,9579
no,monthly,97,4,728,engineering manager,yes,9580
yes,annual,76,11,550,developer,no,9581
yes,monthly,72,1,46,engineering manager,no,9582
no,annual,53,10,329,engineering manager,no,9583
no,monthly,58,1,1084,product manager,no,9584
yes,monthly,50,1,887,developer,no,9585
no,monthly,24,15,660,engineering manager,no,9586
no,monthly,123,15,1154,product manager,no,9587
no,monthly,13,11,490,engineering manager,no,9588
no,annual,132,12,626,engineering manager,no,9589
no,monthly,75,4,922,developer,no,9590
yes,monthly,81,11,501,engineering manager,no,9591
no,monthly,38,11,924,developer,no,9592
no,monthly,8,8,582,engineering manager,no,9593
no,annual,5,10,622,product manager,no,9594
no,monthly,35,15,72,engineering manager,yes,9595
yes,monthly,75,10,237,product manager,yes,9596
no,annual,77,13,657,engineering manager,yes,9597
no,monthly,40,15,969,product manager,yes,9598
no,monthly,11,12,1197,engineering manager,yes,9599
no,annual,143,5,100,developer,yes,9600
yes,monthly,73,6,116,sales,no,9601
no,monthly,130,20,1125,engineering manager,yes,9602
yes,monthly,49,7,1120,product manager,no,9603
no,monthly,88,2,720,product manager,yes,9604
no,annual,68,19,223,product manager,no,9605
no,monthly,82,11,52,developer,no,9606
no,monthly,118,16,718,product manager,yes,9607
no,annual,136,2,756,engineering manager,no,9608
yes,annual,85,3,785,engineering manager,no,9609
yes,monthly,43,4,555,developer,yes,9610
no,annual,41,8,23,product manager,yes,9611
no,monthly,114,17,858,developer,no,9612
no,monthly,144,18,478,developer,yes,9613
yes,monthly,58,5,960,engineering manager,yes,9614
no,monthly,64,17,453,engineering manager,yes,9615
no,monthly,137,5,264,developer,no,9616
no,monthly,139,14,623,developer,no,9617
no,monthly,97,10,274,product manager,no,9618
no,monthly,59,18,1120,product manager,no,9619
no,monthly,3,11,106,product manager,no,9620
no,monthly,20,19,835,developer,no,9621
no,monthly,51,1,765,product manager,yes,9622
yes,monthly,11,5,1168,developer,no,9623
yes,monthly,97,7,574,developer,no,9624
yes,monthly,59,1,422,sales,no,9625
yes,monthly,16,0,49,developer,yes,9626
yes,monthly,36,8,988,product manager,no,9627
yes,monthly,0,9,541,designer,yes,9628
no,monthly,50,6,568,engineering manager,no,9629
no,monthly,110,12,489,engineering manager,no,9630
no,monthly,135,14,871,developer,no,9631
no,monthly,13,1,81,product manager,yes,9632
no,monthly,1,19,840,product manager,no,9633
no,annual,69,0,277,developer,yes,9634
no,monthly,124,18,872,product manager,yes,9635
no,annual,63,11,218,engineering manager,no,9636
yes,annual,88,0,9,developer,yes,9637
no,monthly,40,1,1130,developer,no,9638
no,monthly,43,3,89,engineering manager,no,9639
no,monthly,40,20,95,engineering manager,no,9640
no,annual,11,11,433,developer,yes,9641
no,monthly,136,1,498,developer,no,9642
yes,monthly,44,5,369,product manager,no,9643
no,monthly,97,12,457,engineering manager,no,9644
no,monthly,20,4,925,developer,no,9645
no,annual,78,19,868,developer,no,9646
no,monthly,5,8,354,engineering manager,no,9647
yes,annual,92,12,291,marketer,no,9648
no,annual,58,2,353,developer,yes,9649
yes,monthly,17,11,822,marketer,yes,9650
no,monthly,11,4,457,developer,no,9651
yes,annual,3,2,831,designer,yes,9652
no,annual,74,6,324,developer,yes,9653
yes,annual,84,4,628,sales,no,9654
no,annual,129,15,12,product manager,yes,9655
no,annual,27,4,1008,developer,no,9656
no,monthly,28,16,609,engineering manager,no,9657
no,monthly,27,19,1094,product manager,no,9658
no,monthly,66,5,1077,engineering manager,yes,9659
yes,monthly,64,10,497,engineering manager,yes,9660
yes,monthly,11,4,824,sales,no,9661
yes,monthly,1,9,584,developer,yes,9662
yes,monthly,5,10,978,developer,yes,9663
no,annual,91,18,524,engineering manager,yes,9664
no,annual,98,1,693,developer,no,9665
yes,monthly,40,5,1071,engineering manager,no,9666
yes,monthly,55,10,328,sales,yes,9667
yes,monthly,66,12,1062,engineering manager,no,9668
no,annual,36,0,1166,developer,no,9669
yes,monthly,43,10,184,product manager,yes,9670
no,monthly,24,5,287,engineering manager,no,9671
yes,annual,48,12,281,designer,no,9672
no,monthly,118,4,656,engineering manager,no,9673
no,monthly,39,11,303,product manager,yes,9674
yes,annual,42,9,573,designer,yes,9675
no,annual,90,1,588,developer,yes,9676
yes,monthly,40,5,1004,product manager,yes,9677
no,monthly,125,15,882,developer,no,9678
no,monthly,86,14,425,engineering manager,no,9679
yes,annual,17,9,859,marketer,no,9680
no,annual,44,11,767,product manager,no,9681
yes,annual,76,6,636,designer,yes,9682
no,monthly,40,7,1005,product manager,no,9683
yes,monthly,55,0,695,marketer,no,9684
yes,annual,10,5,98,product manager,yes,9685
no,monthly,32,17,52,engineering manager,yes,9686
no,monthly,145,5,1116,engineering manager,no,9687
no,monthly,119,2,647,engineering manager,no,9688
yes,annual,28,12,667,sales,yes,9689
no,annual,117,18,78,developer,no,9690
yes,annual,70,5,798,engineering manager,yes,9691
no,monthly,96,18,318,developer,yes,9692
no,monthly,69,1,574,developer,yes,9693
no,monthly,69,9,853,engineering manager,no,9694
no,annual,65,2,1106,product manager,no,9695
no,annual,63,10,269,product manager,no,9696
no,monthly,32,17,185,developer,yes,9697
no,monthly,8,11,736,developer,yes,9698
yes,monthly,93,9,776,engineering manager,yes,9699
no,monthly,88,6,10,engineering manager,yes,9700
yes,annual,19,0,547,product manager,no,9701
no,monthly,93,17,975,product manager,no,9702
yes,monthly,0,4,185,developer,no,9703
yes,monthly,32,5,753,product manager,no,9704
no,monthly,140,7,597,engineering manager,yes,9705
no,monthly,148,7,1073,engineering manager,no,9706
no,monthly,14,9,512,product manager,no,9707
no,monthly,94,12,150,product manager,yes,9708
yes,monthly,48,9,160,engineering manager,yes,9709
no,annual,103,1,79,product manager,yes,9710
no,monthly,128,8,913,developer,no,9711
yes,monthly,2,5,676,product manager,yes,9712
no,monthly,109,11,481,engineering manager,yes,9713
yes,annual,44,4,728,designer,no,9714
yes,annual,82,5,692,engineering manager,no,9715
no,monthly,96,20,490,engineering manager,no,9716
no,monthly,41,1,404,product manager,yes,9717
yes,monthly,87,10,436,designer,no,9718
no,annual,5,9,377,engineering manager,yes,9719
yes,monthly,80,2,899,marketer,no,9720
yes,monthly,78,7,520,developer,no,9721
yes,monthly,70,7,1028,designer,no,9722
yes,annual,3,7,912,designer,no,9723
no,monthly,104,15,783,product manager,no,9724
no,annual,130,11,205,product manager,no,9725
no,monthly,137,7,286,developer,yes,9726
yes,monthly,37,6,1037,developer,yes,9727
yes,monthly,45,12,394,marketer,yes,9728
yes,annual,92,12,220,designer,no,9729
no,annual,0,15,625,product manager,yes,9730
no,monthly,98,11,449,developer,yes,9731
yes,monthly,76,10,181,sales,no,9732
no,monthly,108,5,603,product manager,yes,9733
no,monthly,79,8,956,engineering manager,no,9734
no,annual,32,15,394,product manager,yes,9735
no,monthly,104,18,223,developer,yes,9736
no,monthly,98,6,966,product manager,no,9737
yes,monthly,8,6,168,developer,yes,9738
yes,monthly,91,8,323,engineering manager,no,9739
no,monthly,41,2,1120,engineering manager,no,9740
yes,monthly,67,2,415,engineering manager,no,9741
no,monthly,2,3,27,product manager,no,9742
no,monthly,35,18,51,engineering manager,yes,9743
no,monthly,0,14,1062,engineering manager,yes,9744
yes,annual,51,11,1014,designer,yes,9745
yes,monthly,39,5,558,sales,yes,9746
yes,monthly,88,9,98,developer,no,9747
yes,monthly,86,2,452,sales,no,9748
no,monthly,47,7,1089,product manager,yes,9749
yes,annual,68,4,621,designer,yes,9750
no,monthly,53,2,931,product manager,no,9751
no,annual,39,4,958,engineering manager,no,9752
no,monthly,48,0,259,developer,yes,9753
no,monthly,98,11,136,developer,no,9754
yes,monthly,43,5,949,marketer,yes,9755
no,monthly,52,19,82,product manager,yes,9756
no,annual,115,1,230,product manager,no,9757
no,monthly,11,2,703,product manager,yes,9758
yes,monthly,82,8,1186,developer,no,9759
